model,incidence_rate,market_size,percentile,percent_persons_contacted,number_persons_contacted,percent_patients_found,number_patients_found
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.8300000000000001,0.17000006010325738,254562,0.62451057165231,4785
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.8200000000000001,0.18000057432001512,269537,0.6416079352649439,4916
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.81,0.19000042072280177,284511,0.6533542156095015,5006
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.8,0.20000026712558844,299485,0.6652310101801097,5097
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.79,0.21000011352837508,314459,0.6764552336204647,5183
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.78,0.2200006277451328,329434,0.6893761419994779,5282
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.77,0.23000047414791946,344408,0.7008613938919342,5370
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.76,0.2400003205507061,359382,0.7119551031062386,5455
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.75,0.25000016695349275,374356,0.7246149830331506,5552
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.74,0.2600000133562794,389330,0.7350561211172018,5632
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.73,0.27000052757303716,404305,0.7460193161054555,5716
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.72,0.2800003739758238,419279,0.7561994257374054,5794
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.71,0.2899995525646394,434252,0.7648133646567475,5860
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.7000000000000001,0.3000000667813971,449227,0.7721221613155834,5916
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.6900000000000001,0.30999991318418374,464201,0.7815191855912295,5988
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.68,0.3200004274009415,479176,0.7894805533803184,6049
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.67,0.33000027380372815,494150,0.7961367789089011,6100
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.66,0.34000012020651477,509124,0.8027930044374837,6151
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.65,0.34999996660930144,524098,0.8097102584181676,6204
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.64,0.3599998130120881,539072,0.8163664839467502,6255
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.63,0.3700009950428169,554048,0.8235447663795353,6310
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.62,0.38000017363163247,569021,0.8311145914904725,6368
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.61,0.39000002003441914,583995,0.8369877316627512,6413
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.6,0.4000005342511769,598970,0.8435134429652832,6463
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.59,0.4100003806539635,613944,0.8519968676585747,6528
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.58,0.42000089487072123,628919,0.8568258940224485,6565
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.5700000000000001,0.4300007412735079,643893,0.8617854346123728,6603
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.56,0.4400005876762945,658867,0.8684416601409554,6654
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.55,0.4500004340790812,673841,0.8724876011485252,6685
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.54,0.46000028048186786,688815,0.8769250848342469,6719
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.53,0.4700001268846545,703789,0.8817541111981206,6756
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.52,0.4800006411014122,718764,0.8869746802401461,6796
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.51,0.4900004875041989,733738,0.8903680501174628,6822
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.5,0.5000003339069855,748712,0.8945445053510833,6854
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.49,0.5100001803097722,763686,0.8980683894544506,6881
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.48,0.5200000267125588,778660,0.9014617593317672,6907
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.47000000000000003,0.5300005409293166,793635,0.906943356825894,6949
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.46,0.5399997195181322,808608,0.911641868963717,6985
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.45,0.5500002337348898,823583,0.9147742103889324,7009
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.44,0.5600000801376765,838557,0.9185591229444009,7038
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.43,0.5700005943544343,853532,0.9215609501435656,7061
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.42,0.5799997729432499,868505,0.9256068911511355,7092
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.41000000000000003,0.5900009549739786,883481,0.9291307752545027,7119
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.4,0.6000008013767653,898455,0.9329156878099713,7148
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.39,0.610000647779552,913429,0.935917515009136,7171
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.38,0.6200004941823386,928403,0.9386583137561995,7192
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.37,0.6300003405851252,943377,0.940616027146959,7207
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.36,0.640000186987912,958351,0.9425737405377186,7222
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.35000000000000003,0.6500000333906986,973325,0.9451840250587314,7242
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.34,0.6600005476074563,988300,0.9483163664839468,7266
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.33,0.6700003940102429,1003274,0.9502740798747064,7281
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.32,0.6800002404130295,1018248,0.953275907073871,7304
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.31,0.6900000868158163,1033222,0.9575828765335421,7337
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.3,0.700000601032574,1048197,0.9603236752806056,7358
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.29,0.7100004474353606,1063171,0.9634560167058209,7382
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.28,0.7200009616521184,1078146,0.964891673192378,7393
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.27,0.730000140240934,1093119,0.966327329678935,7404
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.26,0.7400006544576917,1108094,0.9680240146175934,7417
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.25,0.7500005008604783,1123068,0.971025841816758,7440
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.24,0.7600003472632649,1138042,0.9733750978856696,7458
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.23,0.7700001936660517,1153016,0.9748107543722265,7469
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.22,0.7800000400688383,1167990,0.97755155311929,7490
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.21,0.790000554285596,1182965,0.9795092665100495,7505
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.2,0.8000004006883826,1197939,0.9817280083529105,7522
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.19,0.8100002470911692,1212913,0.9831636648394675,7533
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.18,0.820000093493956,1227887,0.9849908640041765,7547
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.17,0.8299999398967426,1242861,0.9865570347167841,7559
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.16,0.8400004541135003,1257836,0.9878621769772905,7569
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.15,0.8500003005162869,1272810,0.9892978334638476,7580
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.14,0.8600001469190737,1287784,0.9908640041764553,7592
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.13,0.8700006611358314,1302759,0.9925606891151135,7605
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.12,0.880000507538618,1317733,0.9937353171495693,7614
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.11,0.8900003539414046,1332707,0.9955625163142783,7628
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.1,0.9000002003441914,1347681,0.9966066301226834,7636
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.09,0.910000046746978,1362655,0.9976507439310884,7644
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.08,0.9200005609637357,1377630,0.9984338292873923,7650
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.07,0.9300004073665223,1392604,0.9989558861915949,7654
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.06,0.940000253769309,1407578,0.9994779430957974,7658
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.05,0.9500001001720957,1422552,0.9997389715478987,7660
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.04,0.9600006143888534,1437527,1,7662
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.03,0.97000046079164,1452501,1,7662
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.02,0.9800003071944267,1467475,1,7662
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.01,0.9900001535972134,1482449,1,7662
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0,1,1497423,1,7662
